,eco,name,pgn
2363,A51,"Indian Defense: Budapest Defense, Fajarowicz Variation",1. d4 Nf6 2. c4 e5 3. dxe5 Ne4
2364,A52,Indian Defense: Budapest Defense,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4
2365,C40,Latvian Gambit: Greco Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qe7
2366,B10,"Caro-Kann Defense: Accelerated Panov Attack, Pseudo-Scandinavian",1. e4 c6 2. c4 d5 3. exd5 Qxd5
2367,A45,Trompowsky Attack: Borg Variation,1. d4 Nf6 2. Bg5 Ne4 3. Bf4 g5
2368,E11,Bogo-Indian Defense,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
2369,C34,King's Gambit Accepted: MacLeod Defense,1. e4 e5 2. f4 exf4 3. Nf3 Nc6
2370,C26,"Vienna Game: Stanley Variation, Reversed Spanish",1. e4 e5 2. Nc3 Nf6 3. Bc4 Bb4
2371,A17,"English Opening: Anglo-Indian Defense, Nimzo-English",1. Nf3 Nf6 2. c4 e6 3. Nc3 Bb4
2372,D07,Queen's Gambit Declined: Chigorin Defense,1. d4 d5 2. c4 Nc6 3. Nc3 dxc4
2373,B00,"Nimzowitsch Defense: Kennedy Variation, Bielefelder Gambit",1. e4 Nc6 2. d4 e5 3. dxe5 Bc5
2374,C61,Ruy Lopez: Bird Variation,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nd4
2375,A09,"Réti Opening: Réti Gambit, Keres Variation",1. Nf3 d5 2. c4 dxc4 3. e3 Be6
2376,C43,Russian Game: Modern Attack,1. e4 e5 2. Nf3 Nf6 3. d4 exd4
2377,C55,Italian Game: Two Knights Defense,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6
2378,A35,"English Opening: Symmetrical Variation, Four Knights Variation",1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6
2379,B30,"Sicilian Defense: Rossolimo Variation, Brooklyn Retreat Defense",1. e4 c5 2. Nf3 Nc6 3. Bb5 Nb8
2380,B00,Nimzowitsch Defense: El Columpio Defense,1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4
2381,C65,Ruy Lopez: Berlin Defense,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
2382,B27,Sicilian Defense: Double-Dutch Gambit,1. e4 c5 2. Nf3 f5 3. exf5 Nh6
2383,C43,"Russian Game: Modern Attack, Symmetrical Variation",1. e4 e5 2. Nf3 Nf6 3. d4 Nxe4
2384,C35,King's Gambit Accepted: Cunningham Defense,1. e4 e5 2. f4 exf4 3. Nf3 Be7
2385,B52,"Sicilian Defense: Canal Attack, Main Line",1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7
2386,C28,"Vienna Game: Stanley Variation, Three Knights Variation",1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6
2387,C33,"King's Gambit Accepted: Bishop's Gambit, Gianutio Gambit",1. e4 e5 2. f4 exf4 3. Bc4 f5
2388,C20,King's Pawn Game: Philidor Gambit,1. e4 e5 2. d4 d6 3. dxe5 Bd7
2389,C34,King's Gambit Accepted: Fischer Defense,1. e4 e5 2. f4 exf4 3. Nf3 d6
2390,C34,King's Gambit Accepted: Gianutio Countergambit,1. e4 e5 2. f4 exf4 3. Nf3 f5
2391,C36,King's Gambit Accepted: Modern Defense,1. e4 e5 2. f4 exf4 3. Nf3 d5
2392,C34,King's Gambit Accepted: King Knight's Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5
2393,C40,Elephant Gambit: Paulsen Countergambit,1. e4 e5 2. Nf3 d5 3. exd5 e4
2394,C41,Philidor Defense: Exchange Variation,1. e4 e5 2. Nf3 d6 3. d4 exd4
2395,C41,Philidor Defense,1. e4 e5 2. Nf3 d6 3. Bc4 Be7
2396,C31,"King's Gambit Declined: Falkbeer Countergambit, Miles Gambit",1. e4 e5 2. f4 d5 3. exd5 Bc5
2397,C26,Bishop's Opening: Horwitz Gambit,1. e4 e5 2. Bc4 Nf6 3. Nc3 b5
2398,C33,"King's Gambit Accepted: Bishop's Gambit, Kieseritzky Gambit",1. e4 e5 2. f4 exf4 3. Bc4 b5
2399,B12,Caro-Kann Defense: De Bruycker Defense,1. e4 c6 2. d4 Na6 3. Nc3 Nc7
2400,B21,"Bird Opening: Dutch Variation, Batavo Gambit",1. e4 c5 2. f4 d5 3. Nf3 dxe4
2401,C23,Bishop's Opening: Anderssen Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 c6
2402,C30,"King's Gambit Declined: Panteldakis Countergambit, Schiller's Defense",1. e4 e5 2. f4 f5 3. exf5 Bc5
2403,B21,"Sicilian Defense: McDonnell Attack, Tal Gambit",1. e4 c5 2. f4 d5 3. exd5 Nf6
2404,C33,"King's Gambit Accepted: Bishop's Gambit, Lopez Defense",1. e4 e5 2. f4 exf4 3. Bc4 c6
2405,C63,Ruy Lopez: Schliemann Defense,1. e4 e5 2. Nf3 Nc6 3. Bb5 f5
2406,C62,Ruy Lopez: Steinitz Defense,1. e4 e5 2. Nf3 Nc6 3. Bb5 d6
2407,C60,Ruy Lopez: Spanish Countergambit,1. e4 e5 2. Nf3 Nc6 3. Bb5 d5
2408,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",1. e4 c6 2. Nc3 d5 3. Nf3 Bg4
2409,C70,Ruy Lopez: Morphy Defense,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
2410,C30,King's Gambit Declined: Keene Defense,1. e4 e5 2. f4 Qh4+ 3. g3 Qe7
2411,C46,Three Knights Opening: Steinitz Defense,1. e4 e5 2. Nf3 Nc6 3. Nc3 g6
2412,C40,"Latvian Gambit: Mayet Attack, Morgado Defense",1. e4 e5 2. Nf3 f5 3. Bc4 Nf6
2413,C00,"French Defense: La Bourdonnais Variation, Reuter Gambit",1. e4 e6 2. f4 d5 3. Nf3 dxe4
2414,C00,French Defense: Franco-Hiva Gambit Accepted,1. e4 e6 2. d4 f5 3. exf5 Nf6
2415,C23,Bishop's Opening: del Rio Variation,1. e4 e5 2. Bc4 Bc5 3. c3 Qg5
2416,C33,"King's Gambit Accepted: Bishop's Gambit, Anderssen Defense",1. e4 e5 2. f4 exf4 3. Bc4 g5
2417,B50,Sicilian Defense,1. e4 c5 2. Nf3 d6 3. d4 cxd4
2418,C23,Bishop's Opening: Thorold Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 f5
2419,C60,Ruy Lopez: Brentano Gambit,1. e4 e5 2. Nf3 Nc6 3. Bb5 g5
2420,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
2421,C60,Ruy Lopez: Nürnberg Variation,1. e4 e5 2. Nf3 Nc6 3. Bb5 f6
2422,C44,Ponziani Opening: Jaenisch Counterattack,1. e4 e5 2. Nf3 Nc6 3. c3 Nf6
2423,C33,"King's Gambit Accepted: Bishop's Gambit, Bledow Variation",1. e4 e5 2. f4 exf4 3. Bc4 d5
2424,C44,Ponziani Opening: Romanishin Variation,1. e4 e5 2. Nf3 Nc6 3. c3 Be7
2425,C30,King's Gambit Declined: Soller-Zilbermints Gambit,1. e4 e5 2. f4 f6 3. fxe5 Nc6
2426,C50,Italian Game: Anti-Fried Liver Defense,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6
2427,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Wing Formation",1. e4 c5 2. d4 cxd4 3. c3 Qa5
2428,C46,Three Knights Opening: Winawer Defense,1. e4 e5 2. Nf3 Nc6 3. Nc3 f5
2429,C60,Ruy Lopez: Bulgarian Variation,1. e4 e5 2. Nf3 Nc6 3. Bb5 a5
2430,C50,Italian Game: Rousseau Gambit,1. e4 e5 2. Nf3 Nc6 3. Bc4 f5
2431,B40,"Sicilian Defense: French Variation, Open",1. e4 c5 2. Nf3 e6 3. d4 cxd4
2432,C40,"King's Pawn Game: Gunderam Defense, Gunderam Gambit",1. e4 e5 2. Nf3 Qe7 3. Bc4 f5
2433,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation",1. e4 c5 2. d4 cxd4 3. c3 Nf6
2434,C10,French Defense: Rubinstein Variation,1. e4 e6 2. d4 d5 3. Nc3 dxe4
2435,C21,Center Game: Kieseritzky Variation,1. e4 e5 2. d4 exd4 3. Nf3 c5
2436,C60,Ruy Lopez: Rotary-Albany Gambit,1. e4 e5 2. Nf3 Nc6 3. Bb5 b6
2437,A21,"English Opening: King's English Variation, Smyslov Defense",1. c4 e5 2. Nc3 d6 3. Nf3 Bg4
2438,C34,King's Gambit Accepted: Becker Defense,1. e4 e5 2. f4 exf4 3. Nf3 h6
2439,B00,Rat Defense: Fuller Gambit,1. e4 d6 2. f4 d5 3. exd5 Nf6
2440,A41,English Rat: Pounds Gambit,1. d4 d6 2. c4 e5 3. dxe5 Be6
2441,D10,Slav Defense,1. d4 d5 2. c4 c6 3. Nc3 dxc4
2442,A43,Benoni Defense: Woozle,1. d4 c5 2. d5 Nf6 3. Nc3 Qa5
2443,D22,Queen's Gambit Accepted: Alekhine Defense,1. d4 d5 2. c4 dxc4 3. Nf3 a6
2444,D21,Queen's Gambit Accepted: Gunsberg Defense,1. d4 d5 2. c4 dxc4 3. Nf3 c5
2445,D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",1. d4 d5 2. c4 dxc4 3. e4 Nc6
2446,B02,Alekhine Defense: The Squirrel,1. e4 Nf6 2. e5 Nd5 3. c4 Nf4
2447,D20,"Queen's Gambit Accepted: Central Variation, Alekhine System",1. d4 d5 2. c4 dxc4 3. e4 Nf6
2448,C60,Ruy Lopez: Fianchetto Defense,1. e4 e5 2. Nf3 Nc6 3. Bb5 g6
2449,A22,"English Opening: King's English Variation, Two Knights Variation, Smyslov System",1. c4 e5 2. Nc3 Nf6 3. g3 Bb4
2450,D00,"Queen's Pawn Game: Chigorin Variation, Fianchetto Defense",1. d4 g6 2. Nf3 Bg7 3. Nc3 d5
2451,A40,Mikenas Defense: Lithuanian Variation,1. d4 Nc6 2. c4 e5 3. d5 Nce7
2452,B00,Owen Defense: Hekili-Loa Gambit,1. e4 b6 2. d4 c5 3. dxc5 Nc6
2453,A53,Old Indian Defense: Janowski Variation,1. d4 Nf6 2. c4 d6 3. Nc3 Bf5
2454,A04,"Zukertort Opening: Arctic Defense, Drunken Knight Variation",1. Nf3 f6 2. e4 Nh6 3. d4 Nf7
2455,A00,Grob Opening: Romford Countergambit,1. g4 d5 2. Bg2 Bxg4 3. c4 d4
2456,A80,Blackmar-Diemer Gambit: Netherlands Variation,1. d4 f5 2. Nc3 d5 3. e4 dxe4
2457,A00,Sodium Attack: Durkin Gambit,1. Na3 e5 2. Nc4 Nc6 3. e4 f5
2458,D03,"Queen's Pawn Game: Torre Attack, Grünfeld Variation",1. d4 d5 2. Nf3 Nf6 3. Bg5 g6
2459,D04,"Queen's Pawn Game: Colle System, Anti-Colle",1. d4 d5 2. Nf3 Nf6 3. e3 Bf5
2460,B01,Scandinavian Defense: Richter Variation,1. e4 d5 2. exd5 Nf6 3. d4 g6
2461,A08,King's Indian Attack: French Variation,1. Nf3 d5 2. g3 c5 3. Bg2 Nc6
2462,A00,"Grob Opening: Zilbermints Gambit, Schiller Defense",1. g4 d5 2. e4 dxe4 3. Nc3 h5
2463,A00,Van Geet Opening: Liebig Gambit,1. Nc3 e5 2. e3 d5 3. Qh5 Nf6
2464,A56,Benoni Defense: Weenink Variation,1. d4 Nf6 2. c4 c5 3. dxc5 e6
2465,D06,"Queen's Gambit Declined: Marshall Defense, Tan Gambit",1. d4 d5 2. c4 Nf6 3. cxd5 c6
2466,C21,Danish Gambit Accepted: Svenonius Defense,1. e4 e5 2. d4 exd4 3. c3 Ne7
2467,D21,Queen's Gambit Accepted: Slav Gambit,1. d4 d5 2. c4 dxc4 3. Nf3 b5
2468,A41,"Rat Defense: English Rat, Lisbon Gambit",1. d4 d6 2. c4 e5 3. dxe5 Nc6
2469,A18,English Opening: Mikenas-Carls Variation,1. c4 Nf6 2. Nc3 e6 3. e4 Nc6
2470,D07,"Queen's Gambit Declined: Chigorin Defense, Main Line",1. d4 d5 2. c4 Nc6 3. Nf3 Bg4
2471,A46,Old Indian Defense: Tartakower-Indian,1. d4 Nf6 2. Nf3 d6 3. c4 Bg4
2472,B00,Nimzowitsch Defense: Breyer Variation,1. e4 Nc6 2. Nc3 Nf6 3. d4 e5
2473,A46,"Torre Attack: Classical Defense, Nimzowitsch Variation",1. d4 Nf6 2. Nf3 e6 3. Bg5 h6
2474,A00,Van Geet Opening: Hulsemann Gambit,1. Nc3 e5 2. e3 d5 3. Qh5 Be6
2475,B01,Scandinavian Defense: Panov Transfer,1. e4 d5 2. exd5 Nf6 3. c4 c6
2476,D02,Queen's Gambit Accepted: Rosenthal Variation,1. d4 d5 2. Nf3 e6 3. c4 dxc4
2477,E10,Indian Defense: Döry Indian,1. d4 Nf6 2. c4 e6 3. Nf3 Ne4
2478,B01,Scandinavian Defense: Icelandic-Palme Gambit,1. e4 d5 2. exd5 Nf6 3. c4 e6
2479,A17,"English Opening: Anglo-Indian Defense, Queen's Indian Formation",1. c4 Nf6 2. Nc3 e6 3. Nf3 b6
2480,B00,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",1. e4 Nc6 2. d4 e5 3. dxe5 d6
2481,A43,"Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit",1. d4 c5 2. Nf3 cxd4 3. b4 e5
2482,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation",1. e4 Nc6 2. d4 d5 3. Nc3 Nf6
2483,E20,Nimzo-Indian Defense,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
2484,B00,"Nimzowitsch Defense: Kennedy Variation, Hammer Gambit",1. e4 Nc6 2. d4 e5 3. dxe5 f6
2485,D06,"Queen's Gambit Declined: Austrian Defense, Gusev Countergambit",1. d4 d5 2. c4 c5 3. cxd5 Nf6
2486,B32,Sicilian Defense: Franco-Sicilian Variation,1. e4 c5 2. Nf3 Nc6 3. d4 e6
2487,A00,Ware Opening: Cologne Gambit,1. a4 b6 2. d4 d5 3. Nc3 Nd7
2488,C23,Bishop's Opening: Lewis Countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5
2489,B07,Pirc Defense,1. e4 d6 2. d4 Nf6 3. Nc3 g6
2490,D20,Queen's Gambit Accepted: Schwartz Defense,1. d4 d5 2. c4 dxc4 3. e4 f5
2491,D20,"Queen's Gambit Accepted: Central Variation, Rubinstein Defense",1. d4 d5 2. c4 dxc4 3. e4 c5
2492,D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",1. d4 d5 2. c4 dxc4 3. e4 e5
2493,D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",1. d4 d5 2. c4 dxc4 3. e4 b5
2494,B07,Czech Defense,1. e4 d6 2. d4 Nf6 3. Nc3 c6
2495,D30,French Defense: Diemer-Duhm Gambit,1. d4 d5 2. c4 e6 3. e4 dxe4
2496,A00,Van Geet Opening: Sleipnir Gambit,1. Nc3 d5 2. e3 e5 3. d4 Bb4
2497,C44,Ponziani Opening: Ponziani Countergambit,1. e4 e5 2. Nf3 Nc6 3. c3 f5
2498,A81,Dutch Defense: Semi-Leningrad Variation,1. d4 f5 2. g3 Nf6 3. Bg2 g6
2499,B50,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",1. e4 c5 2. Nf3 d6 3. d4 Nf6
2500,D31,Queen's Gambit Declined: Charousek Variation,1. d4 d5 2. c4 e6 3. Nc3 Be7
2501,A07,"English Opening: Anglo-Indian Defense, Grünfeld Formation",1. g3 d5 2. Nf3 g6 3. c4 Nf6
2502,C15,French Defense: Winawer Variation,1. e4 e6 2. d4 d5 3. Nc3 Bb4
2503,A56,Vulture Defense,1. d4 Nf6 2. c4 c5 3. d5 Ne4
2504,A54,Old Indian Defense: Ukrainian Variation,1. d4 Nf6 2. c4 d6 3. Nc3 e5
2505,B06,Modern Defense: Standard Defense,1. e4 g6 2. d4 Bg7 3. Nc3 d6
2506,A13,English Opening: Neo-Catalan,1. Nf3 Nf6 2. c4 e6 3. g3 d5
2507,A00,Van Geet Opening: Melleby Gambit,1. Nc3 d5 2. f4 d4 3. Ne4 c5
2508,A03,Bird Opening: Lasker Variation,1. f4 d5 2. Nf3 Nf6 3. e3 c5
2509,A00,Van Geet Opening: Pfeiffer Gambit,1. Nc3 d5 2. f4 d4 3. Ne4 e5
2510,D00,"Blackmar-Diemer, Lemberger Countergambit",1. d4 d5 2. Nc3 Nf6 3. e4 e5
2511,B06,"Modern Defense: Lizard Defense, Mittenberger Gambit",1. e4 g6 2. d4 Bg7 3. Nc3 d5
2512,B06,Modern Defense: Mongredien Defense,1. e4 g6 2. d4 Bg7 3. Nc3 b6
2513,B06,"Modern Defense: Bishop Attack, Bücker Gambit",1. e4 g6 2. d4 Bg7 3. Bc4 b5
2514,A53,Old Indian Defense: Czech Variation,1. d4 Nf6 2. c4 d6 3. Nc3 c6
2515,C41,Philidor Defense: Nimzowitsch Variation,1. e4 e5 2. Nf3 d6 3. d4 Nf6
2516,C20,"King's Pawn Game: Macleod Attack, Norwalde Gambit",1. e4 e5 2. c3 d5 3. Qh5 Bd6
2517,B12,Caro-Kann Defense: Edinburgh Variation,1. e4 c6 2. d4 d5 3. Nd2 Qb6
2518,A00,Polish Opening: Queen's Indian Variation,1. b4 e6 2. Bb2 Nf6 3. b5 b6
2519,C41,Philidor Defense: Lopez Countergambit,1. e4 e5 2. Nf3 d6 3. Bc4 f5
2520,C41,Philidor Defense: Hanham Variation,1. e4 e5 2. Nf3 d6 3. d4 Nd7
2521,A12,"Réti Opening: Anglo-Slav Variation, Bogoljubov Variation",1. Nf3 d5 2. c4 c6 3. b3 Bg4
2522,C29,"Vienna Game: Vienna Gambit, Main Line",1. e4 e5 2. Nc3 Nf6 3. f4 d5
2523,B03,Alekhine Defense: O'Sullivan Gambit,1. e4 Nf6 2. e5 Nd5 3. d4 b5
2524,C40,"Latvian Gambit: Mayet Attack, Strautins Gambit",1. e4 e5 2. Nf3 f5 3. Bc4 b5
2525,C11,French Defense: Classical Variation,1. e4 e6 2. d4 d5 3. Nc3 Nf6
2526,D02,Queen's Pawn Game: Zilbermints Countergambit,1. d4 d5 2. Nf3 Nf6 3. c4 b5
2527,A47,Indian Defense: Schnepper Gambit,1. d4 Nf6 2. Nf3 b6 3. c3 e5
2528,C30,King's Gambit Declined: Miles Defense,1. e4 e5 2. f4 Nc6 3. Nf3 f5
2529,B03,Alekhine Defense,1. e4 Nf6 2. e5 Nd5 3. d4 d6
2530,B28,"Sicilian Defense: O'Kelly Variation, Venice System, Barcza Line",1. e4 c5 2. Nf3 a6 3. c3 Nf6
2531,A84,Dutch Defense: Bladel Variation,1. d4 f5 2. c4 g6 3. Nc3 Nh6
2532,C25,Vienna Game: Philidor Countergambit,1. e4 e5 2. Nc3 Nc6 3. d4 f5
2533,B06,Modern Defense: Mongredien Defense,1. e4 g6 2. d4 Bg7 3. Nf3 b6
2534,C43,"Russian Game: Modern Attack, Symmetrical Variation",1. e4 e5 2. Nf3 Nf6 3. d4 d5
2535,B06,Modern Defense: Modern Pterodactyl,1. e4 g6 2. d4 Bg7 3. Nc3 c5
2536,E10,Indian Defense: Dzindzi-Indian Defense,1. d4 Nf6 2. c4 e6 3. Nf3 a6
2537,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,1. e4 c5 2. Nf3 g6 3. d4 Bg7
2538,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Heinola-Deppe Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 e5
2539,D07,"Queen's Gambit Declined: Chigorin Defense, Tartakower Gambit",1. d4 d5 2. c4 Nc6 3. Nc3 e5
2540,D80,Grünfeld Defense,1. d4 Nf6 2. c4 g6 3. Nc3 d5
2541,A15,"English Opening: Anglo-Indian Defense, Romanishin Variation",1. Nf3 Nf6 2. c4 e6 3. g3 a6
2542,C05,"French Defense: Tarrasch Variation, Closed Variation",1. e4 e6 2. d4 d5 3. Nd2 Nf6
2543,A15,"English Opening: Anglo-Indian Defense, Slav Formation",1. Nf3 Nf6 2. c4 g6 3. g3 c6
2544,A46,Old Indian Defense: Czech Variation,1. d4 Nf6 2. Nf3 c6 3. c4 d6
2545,C30,King's Gambit Declined: Senechaud Countergambit,1. e4 e5 2. f4 Bc5 3. Nf3 g5
2546,A00,Polish Opening: Queenside Defense,1. b4 e6 2. Bb2 Nf6 3. b5 a6
2547,A19,"English Opening: Mikenas-Carls, Sicilian",1. c4 Nf6 2. Nc3 e6 3. e4 c5
2548,C03,"French Defense: Tarrasch Variation, Guimard Defense",1. e4 e6 2. d4 d5 3. Nd2 Nc6
2549,B02,"Alekhine Defense: Mokele Mbembe, Vavra Defense",1. e4 Nf6 2. e5 Ne4 3. d4 e6
2550,B02,"Alekhine Defense: Mokele Mbembe, Modern Line",1. e4 Nf6 2. e5 Ne4 3. d4 f6
2551,A40,Englund Gambit Complex Declined: Diemer Counterattack,1. d4 e5 2. d5 Bc5 3. e4 Qh4
2552,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",1. e4 c5 2. d4 cxd4 3. c3 d3
2553,E12,Queen's Indian Defense,1. d4 Nf6 2. c4 e6 3. Nf3 b6
2554,C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line",1. e4 e5 2. f4 d5 3. exd5 e4
2555,C30,King's Gambit Declined: Zilbermints Double Gambit,1. e4 e5 2. f4 Nc6 3. Nf3 g5
2556,D07,"Queen's Gambit Declined: Chigorin Defense, Lazard Gambit",1. d4 d5 2. c4 Nc6 3. Nf3 e5
2557,A40,English Defense: Eastbourne Gambit,1. d4 b6 2. c4 Bb7 3. Nc3 e5
2558,C21,Danish Gambit Declined: Sorensen Defense,1. e4 e5 2. d4 exd4 3. c3 d5
2559,C03,"French Defense: Tarrasch Variation, Morozevich Variation",1. e4 e6 2. d4 d5 3. Nd2 Be7
2560,C31,"King's Gambit Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",1. e4 e5 2. f4 d5 3. exd5 c6
2561,A40,Mikenas Defense: Cannstatter Variation,1. d4 Nc6 2. c4 e5 3. d5 Nd4
2562,E10,Blumenfeld Countergambit,1. d4 Nf6 2. c4 e6 3. Nf3 c5
2563,B02,"King's Pawn Game: Clam Variation, Radisch Gambit",1. e4 Nf6 2. d3 e5 3. f4 Bc5
2564,D35,Queen's Gambit Declined: Normal Defense,1. d4 d5 2. c4 e6 3. Nc3 Nf6
2565,A41,Modern Defense,1. d4 g6 2. c4 Bg7 3. Nc3 d6
2566,B02,"Alekhine Defense: Brooklyn Variation, Everglades Variation",1. e4 Nf6 2. e5 Ng8 3. d4 f5
2567,A43,Indian Defense: Pseudo-Benko,1. d4 Nf6 2. Nf3 c5 3. d5 b5
2568,C41,Philidor Defense: Philidor Gambit,1. e4 e5 2. Nf3 d6 3. d4 Bd7
2569,D05,Queen's Pawn Game: Colle System,1. d4 d5 2. Nf3 Nf6 3. e3 e6
2570,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Erben Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 g6
2571,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Brandics Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 a6
2572,A22,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",1. c4 e5 2. Nc3 Nf6 3. g3 d5
2573,A43,Benoni Defense: Hawk Variation,1. d4 Nf6 2. Nf3 c5 3. d5 c4
2574,B22,"Sicilian Defense: Smith-Morra Gambit Declined, Center Formation",1. e4 c5 2. c3 e5 3. d4 cxd4
2575,A23,"English Opening: King's English Variation, Two Knights Variation, Keres Variation",1. c4 e5 2. Nc3 Nf6 3. g3 c6
2576,A24,"English Opening: King's English Variation, Two Knights Variation, Fianchetto Line",1. c4 e5 2. Nc3 Nf6 3. g3 g6
2577,B27,Sicilian Defense: Acton Extension,1. e4 c5 2. Nf3 g6 3. c4 Bh6
2578,D06,"Queen's Gambit Declined: Austrian Attack, Salvio Countergambit",1. d4 d5 2. c4 c5 3. dxc5 d4
2579,A40,Slav Indian: Kudischewitsch Gambit,1. d4 c6 2. Nf3 Nf6 3. c4 b5
2580,B24,Sicilian Defense: Closed,1. e4 c5 2. Nc3 Nc6 3. g3 g6
2581,E60,Neo-Grünfeld Defense: Non- or Delayed Fianchetto,1. d4 Nf6 2. Nf3 g6 3. c4 d5
2582,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation",1. e4 c5 2. d4 cxd4 3. c3 d5
2583,A57,Benko Gambit,1. d4 Nf6 2. c4 c5 3. d5 b5
2584,B06,Rat Defense: Accelerated Gurgenidze,1. e4 g6 2. d4 d6 3. Nc3 c6
2585,C07,"French Defense: Tarrasch Variation, Open System",1. e4 e6 2. d4 d5 3. Nd2 c5
2586,C03,"French Defense: Tarrasch Variation, Modern System",1. e4 e6 2. d4 d5 3. Nd2 a6
2587,C03,"French Defense: Tarrasch Variation, Haberditz Variation",1. e4 e6 2. d4 d5 3. Nd2 f5
2588,A21,"English Opening: King's English Variation, Keres Defense",1. c4 e5 2. Nc3 d6 3. g3 c6
2589,B00,Hippopotamus Defense,1. e4 Nh6 2. d4 g6 3. c4 f6
2590,C00,Sicilian Defense: Drazic Variation,1. e4 e6 2. d4 c5 3. Nf3 a6
2591,B15,Caro-Kann Defense: Gurgenidze System,1. e4 c6 2. d4 d5 3. Nc3 g6
2592,C02,"French Defense: Advance Variation, Extended Bishop Swap",1. e4 e6 2. d4 d5 3. e5 Bd7
2593,A60,Benoni Defense: Modern Variation,1. d4 Nf6 2. c4 c5 3. d5 e6
2594,E60,"Indian Defense: Anti-Grünfeld, Adorjan Gambit",1. d4 Nf6 2. c4 g6 3. d5 b5
2595,B00,Owen Defense: Unicorn Variation,1. e4 f6 2. d4 b6 3. c4 Bb7
2596,E00,Catalan Opening,1. d4 Nf6 2. c4 e6 3. g3 d5
2597,A13,"English Opening: Agincourt Defense, Kurajica Defense",1. Nf3 d5 2. c4 e6 3. g3 c6
2598,C10,Sicilian Defense: Marshall Gambit,1. e4 c5 2. Nc3 e6 3. d4 d5
2599,B15,Caro-Kann Defense: Gurgenidze Counterattack,1. e4 c6 2. d4 d5 3. Nc3 b5
2600,A13,"English Opening: Agincourt Defense, Catalan Defense",1. Nf3 d5 2. c4 e6 3. g3 c5
2601,A10,Modern Defense: Neo-Modern Defense,1. c4 g6 2. e4 Bg7 3. d4 e5
2602,A00,Van Geet Opening: Hector Gambit,1. Nc3 d5 2. e4 dxe4 3. Bc4
2603,A00,Grob Opening: Keene Defense,1. g4 d5 2. h3 e5 3. Bg2 c6
2604,A09,"Réti Opening: Advance Variation, Michel Gambit",1. Nf3 d5 2. c4 d4 3. b4 c5
2605,C21,Center Game,1. e4 e5 2. d4 exd4 3. Qxd4
2606,B00,Owen Defense: Wind Gambit,1. e4 b6 2. d4 Bb7 3. f3 e5
2607,E00,Catalan Opening: Hungarian Gambit,1. d4 Nf6 2. c4 e6 3. g3 e5
2608,A56,Benoni Defense: Czech Benoni Defense,1. d4 Nf6 2. c4 c5 3. d5 e5
2609,A56,Benoni Defense: Hromádka System,1. d4 Nf6 2. c4 c5 3. d5 d6
2610,B50,Sicilian Defense: Kotov Gambit,1. e4 c5 2. Nf3 d6 3. g3 b5
2611,B23,"Sicilian Defense: Closed, Korchnoi Defense",1. e4 c5 2. Nc3 e6 3. g3 d5
2612,B27,Sicilian Defense: Frederico Variation,1. e4 c5 2. Nf3 g6 3. d4 f5
